policy_id,segment_id,first_party_collection_use,third_party_sharing_collection,user_choice_control,user_access_edit_deletion,data_retention,data_security,policy_change,do_not_track,international_specific_audiences,other
1017,1,yes,no,no,no,no,no,no,no,no,no
1089,14,yes,yes,no,no,no,no,no,no,no,no
686,18,yes,yes,no,no,yes,no,no,no,no,no
652,27,yes,no,no,no,no,no,no,no,yes,no
642,10,no,yes,no,no,no,no,no,no,no,yes
1582,25,yes,yes,yes,no,no,no,no,no,no,yes
1164,25,no,no,no,no,no,no,no,no,yes,no
58,19,yes,no,no,no,no,no,no,no,no,no
348,53,yes,no,no,no,no,no,no,no,yes,yes
1510,10,yes,yes,no,no,no,no,no,no,no,no
531,11,yes,no,yes,yes,no,no,no,no,no,yes
70,11,yes,no,no,no,no,no,no,no,no,yes
1261,4,yes,yes,yes,yes,no,no,no,no,no,yes
70,17,yes,no,yes,no,no,no,no,no,no,no
186,26,no,no,no,no,yes,yes,no,no,no,no
1050,23,yes,yes,yes,no,no,no,no,no,no,no
531,13,no,yes,no,no,no,no,no,no,no,yes
883,21,no,no,no,no,no,no,no,no,yes,no
320,10,yes,yes,no,no,no,no,no,no,no,no
70,63,yes,yes,yes,no,no,no,no,no,no,no
1510,41,yes,no,yes,yes,no,no,no,no,yes,yes
1694,4,no,no,no,no,no,no,yes,no,no,no
320,39,no,no,no,yes,yes,no,no,no,no,no
1264,0,no,no,no,no,no,no,no,no,no,yes
303,17,no,no,no,no,no,no,no,no,no,yes
133,40,no,no,no,no,no,no,yes,no,no,no
1468,2,yes,no,no,no,no,no,no,no,no,yes
635,40,no,no,no,no,yes,no,no,no,no,no
453,72,no,no,yes,no,no,no,no,no,no,no
1713,57,no,yes,no,no,no,no,no,no,no,no
531,41,no,no,no,no,no,no,no,no,no,no
26,2,no,no,no,no,no,no,no,no,no,yes
200,27,no,no,yes,yes,no,no,no,no,no,no
207,1,yes,yes,yes,no,no,no,no,no,no,yes
1017,4,no,no,no,no,no,no,no,no,yes,yes
591,38,no,no,no,no,no,no,no,no,no,yes
586,9,yes,no,no,no,no,no,no,no,no,yes
320,17,yes,yes,no,no,no,no,no,no,no,no
1582,8,yes,no,no,no,no,no,no,no,no,no
1050,3,no,no,no,no,no,no,no,no,no,yes
1694,18,yes,yes,no,no,no,no,no,no,yes,no
531,36,no,no,no,no,no,no,no,no,no,no
1224,12,yes,no,no,no,no,no,no,no,no,no
414,18,no,no,no,no,no,no,yes,no,no,no
1673,10,yes,yes,no,no,no,yes,no,no,no,no
82,6,yes,no,no,no,no,no,no,no,yes,yes
1636,40,yes,yes,yes,no,no,no,no,no,no,no
58,12,yes,yes,yes,no,no,no,no,no,no,no
135,30,no,no,no,no,no,yes,no,no,no,no
1252,23,no,no,no,no,no,no,no,no,no,no
325,15,no,no,no,no,no,yes,no,no,no,no
940,51,yes,yes,no,no,no,no,no,no,no,no
32,21,yes,yes,yes,no,no,no,no,no,no,no
1264,11,yes,no,no,no,no,no,no,no,no,no
320,31,yes,no,yes,yes,no,no,no,no,no,no
144,27,no,yes,yes,no,no,no,no,no,no,yes
1498,38,no,no,no,no,no,no,no,no,no,yes
962,47,yes,no,no,yes,no,no,no,no,no,no
453,20,yes,yes,no,no,no,yes,no,no,no,no
1419,19,yes,no,no,no,no,no,no,no,no,no
1713,45,no,yes,yes,no,no,no,no,no,no,yes
1666,23,yes,yes,no,no,no,no,no,no,no,no
1360,8,yes,yes,no,no,no,no,no,no,no,no
453,85,no,no,no,no,no,no,no,no,yes,no
98,3,yes,no,no,no,no,no,no,no,yes,yes
26,53,yes,no,no,no,no,no,no,no,no,no
70,30,yes,yes,yes,no,no,no,no,no,no,no
517,33,yes,no,no,no,no,no,no,no,no,no
856,10,yes,yes,yes,no,no,no,no,no,no,yes
1070,3,yes,no,no,no,no,no,no,no,no,no
320,3,yes,no,no,no,no,no,no,no,no,no
105,29,no,no,no,no,no,no,yes,no,no,yes
33,46,no,yes,yes,no,no,no,no,no,no,yes
1300,46,no,yes,yes,no,no,no,no,no,no,no
394,18,yes,yes,no,no,no,no,no,no,no,no
1089,31,no,yes,no,no,no,no,no,no,no,no
686,41,no,no,yes,no,no,no,no,no,no,yes
164,13,no,no,no,no,no,no,no,no,yes,yes
1300,81,no,no,yes,no,no,no,no,yes,no,no
760,16,no,no,no,no,no,no,no,no,no,yes
1221,4,no,no,no,no,no,yes,no,no,no,yes
1106,42,no,yes,no,yes,no,no,no,no,yes,yes
456,6,yes,no,no,no,no,no,no,no,no,no
817,1,yes,yes,no,no,no,no,no,no,no,yes
1713,47,no,no,no,no,no,no,no,no,no,yes
331,14,yes,no,yes,yes,no,no,no,no,no,yes
1050,69,yes,no,yes,no,no,no,no,no,no,no
940,85,no,no,no,no,no,no,no,no,no,yes
207,17,yes,yes,no,no,no,no,no,no,no,no
642,1,no,no,no,no,no,no,no,no,no,yes
200,30,no,no,no,no,no,yes,no,no,no,no
1510,40,yes,no,no,no,no,no,no,no,yes,yes
940,83,no,no,no,no,no,no,no,no,no,yes
523,7,no,no,no,no,no,no,no,no,no,no
1636,30,yes,no,no,no,no,no,no,no,no,no
1708,28,no,yes,yes,no,no,no,no,no,no,no
1164,31,no,no,yes,yes,no,no,no,no,no,yes
348,59,no,yes,yes,no,no,no,no,no,no,yes
686,22,no,yes,no,no,no,no,no,no,no,yes
1666,29,no,no,no,no,no,no,no,no,no,yes
652,36,no,no,no,no,no,yes,no,no,no,no
1468,4,yes,yes,yes,no,no,yes,no,no,yes,yes
207,13,yes,no,no,no,no,no,no,no,no,no
586,30,no,no,no,no,no,no,no,no,no,yes
1539,16,yes,no,no,no,no,no,no,no,no,no
144,26,no,no,no,no,no,no,no,no,no,yes
200,20,no,yes,no,no,no,no,no,no,no,no
1360,13,no,yes,yes,no,no,no,no,no,no,yes
26,5,yes,yes,yes,yes,no,yes,yes,no,yes,yes
133,35,no,no,no,no,no,yes,no,no,no,no
817,6,yes,no,no,no,no,yes,no,no,no,no
303,12,yes,no,no,no,no,no,no,no,no,no
105,18,no,yes,no,no,no,no,no,no,no,yes
456,2,yes,yes,no,no,no,no,no,no,no,no
517,54,no,no,no,yes,no,no,no,no,no,yes
640,24,yes,yes,no,no,no,no,no,no,no,no
591,43,no,no,no,no,no,no,no,no,no,yes
1050,58,no,no,no,no,no,no,no,no,no,no
453,47,yes,no,no,no,no,no,no,no,no,no
640,37,no,no,no,no,no,no,no,yes,no,no
940,63,no,no,no,yes,no,no,no,no,no,yes
807,22,no,no,no,no,no,no,yes,no,no,no
1510,28,yes,yes,no,no,no,no,no,no,no,no
1300,50,no,yes,no,no,no,no,no,no,no,yes
1224,9,yes,yes,no,no,no,no,no,no,no,no
1510,22,no,yes,no,no,no,no,no,no,no,yes
20,6,yes,yes,no,no,no,no,no,no,no,no
58,22,no,yes,no,no,no,no,no,no,no,no
453,76,yes,no,yes,yes,no,no,no,no,no,no
503,3,yes,no,no,no,no,no,no,no,no,no
303,36,yes,no,yes,yes,yes,yes,no,no,yes,yes
1300,68,no,no,no,no,no,no,no,no,no,yes
928,12,no,yes,no,no,no,no,no,no,no,yes
1306,24,no,no,no,no,no,no,no,no,no,yes
517,55,yes,no,no,yes,no,no,no,no,no,yes
1300,57,no,no,no,no,no,no,yes,no,no,no
359,25,yes,yes,no,no,no,no,no,no,no,no
517,23,yes,yes,no,no,no,yes,no,no,no,no
453,8,no,no,no,no,no,yes,no,no,no,no
33,38,yes,yes,yes,no,no,no,no,no,no,yes
962,35,no,no,no,no,no,no,no,no,no,yes
883,17,yes,no,no,no,no,no,no,no,no,no
584,0,yes,yes,no,no,no,no,no,no,no,yes
746,22,yes,yes,no,no,no,no,no,no,no,no
1306,18,no,no,no,no,no,no,no,no,no,no
481,17,no,no,no,no,no,no,yes,no,no,yes
453,40,yes,yes,yes,no,no,no,no,no,no,yes
20,13,yes,yes,no,no,no,no,yes,no,no,no
1089,18,yes,yes,no,no,no,no,no,no,no,no
207,30,no,yes,no,no,no,no,no,no,yes,no
1468,58,yes,no,no,no,no,no,no,no,yes,no
1252,5,yes,no,no,no,no,no,no,no,yes,no
1070,22,no,no,yes,yes,no,no,no,no,no,yes
26,29,no,yes,no,no,no,no,no,no,no,no
586,31,yes,no,yes,no,no,no,no,no,no,no
760,8,yes,yes,yes,no,no,no,no,no,no,yes
862,9,no,yes,no,no,no,no,yes,no,no,no
627,12,no,no,no,no,no,no,no,no,no,no
1618,18,no,yes,yes,no,no,no,no,no,no,yes
1419,6,yes,yes,no,no,no,no,no,no,no,no
1510,1,no,no,no,no,no,no,no,no,no,no
1610,7,yes,no,no,no,no,no,no,no,no,no
898,3,yes,no,yes,no,no,yes,no,no,no,no
26,36,no,yes,yes,no,no,no,no,no,no,no
453,65,yes,yes,no,no,no,no,yes,no,no,no
1419,29,no,no,yes,no,no,no,no,no,no,no
517,8,yes,yes,no,no,no,no,no,no,no,yes
1099,4,yes,yes,yes,no,no,no,no,no,no,yes
82,26,yes,yes,no,no,no,no,no,no,no,no
59,5,no,no,yes,no,no,no,no,no,no,no
1259,26,yes,yes,yes,yes,no,no,no,no,no,no
175,1,yes,yes,yes,no,no,no,no,no,no,yes
891,31,yes,yes,yes,no,no,no,no,no,no,no
70,56,yes,yes,no,no,no,no,no,no,no,no
26,4,no,no,no,no,no,no,no,no,no,yes
1099,23,yes,no,yes,yes,no,no,no,no,no,no
962,36,no,no,no,yes,no,no,no,no,no,no
746,14,no,yes,no,no,no,no,no,no,no,no
303,29,no,yes,no,no,no,no,no,no,no,yes
1539,21,no,no,yes,yes,no,no,no,no,no,yes
1539,13,no,no,no,no,no,yes,no,no,no,no
1034,14,yes,no,no,no,no,no,no,no,no,no
940,73,yes,no,no,no,no,yes,no,no,no,yes
186,46,no,no,no,no,no,no,no,no,no,yes
1099,12,no,yes,yes,yes,no,no,yes,no,no,no
907,8,yes,no,no,yes,no,yes,no,no,yes,yes
1034,24,no,yes,yes,no,no,no,no,no,no,yes
760,4,yes,yes,yes,no,yes,no,no,no,no,yes
394,1,no,no,no,no,no,no,no,no,no,no
1028,26,no,no,yes,no,no,no,no,no,no,no
1050,32,yes,no,yes,no,no,no,no,no,no,no
1636,44,no,no,no,no,no,yes,no,no,no,yes
1099,10,yes,yes,no,no,no,no,no,no,no,no
98,35,no,yes,no,no,no,no,no,no,no,yes
676,5,yes,no,no,no,no,no,no,no,no,no
1264,7,yes,yes,no,no,no,no,no,no,no,no
303,30,yes,yes,no,no,no,no,no,no,no,no
1666,18,yes,yes,yes,no,no,no,no,no,no,yes
1050,28,no,no,no,no,no,no,no,no,no,yes
414,13,no,yes,no,no,no,no,no,no,no,yes
1252,9,yes,yes,no,no,no,no,no,no,no,no
1034,16,yes,no,no,no,no,no,no,no,no,no
1545,25,no,no,no,no,no,no,yes,yes,no,no
928,25,no,no,no,no,no,no,no,no,no,no
686,42,no,no,yes,no,no,no,no,no,no,no
1164,23,yes,no,no,no,no,no,no,no,no,yes
652,29,yes,no,no,no,yes,no,no,no,yes,no
1306,0,yes,no,no,no,no,yes,no,no,no,yes
82,4,yes,yes,yes,no,no,no,no,no,no,no
1683,1,no,no,no,no,no,no,yes,no,no,no
928,17,no,no,no,no,no,no,no,no,no,yes
940,62,no,no,yes,no,no,no,no,no,no,no
1673,2,yes,no,no,no,no,yes,no,no,no,yes
1050,8,yes,no,no,no,no,no,no,no,no,no
1618,29,yes,no,yes,yes,no,no,no,no,no,yes
200,35,no,no,no,no,no,no,yes,no,no,no
1050,57,yes,no,yes,yes,no,no,no,no,no,no
21,31,no,no,no,no,no,no,no,no,yes,yes
26,63,yes,no,no,no,no,no,no,no,yes,no
591,30,no,yes,no,no,no,no,no,no,no,no
133,26,no,no,yes,no,no,no,no,no,no,yes
325,16,no,no,no,no,no,no,no,no,no,yes
98,21,yes,yes,no,no,no,no,no,no,no,no
394,35,no,no,no,no,no,yes,no,no,no,no
640,21,no,yes,no,no,no,no,yes,no,no,yes
1468,40,yes,no,no,no,no,no,no,no,no,no
207,28,yes,no,no,no,no,no,no,no,no,no
1470,17,no,no,no,yes,no,no,no,no,no,yes
652,24,no,no,no,no,no,no,no,no,no,yes
414,8,yes,yes,no,no,no,no,no,no,no,no
348,46,no,no,no,no,no,yes,no,no,no,no
586,28,yes,no,no,no,no,no,no,no,no,no
1259,8,yes,no,no,no,no,no,no,no,no,no
26,50,yes,yes,yes,no,no,no,no,no,no,yes
98,19,yes,yes,no,no,no,no,no,no,no,yes
1468,5,no,no,no,no,no,no,no,no,yes,yes
1419,16,no,no,yes,no,no,no,no,no,no,no
517,41,no,yes,no,no,no,no,no,no,no,no
559,3,no,no,no,no,no,yes,no,no,no,no
33,52,no,yes,no,no,no,yes,no,no,yes,no
1099,2,yes,yes,no,no,no,no,no,no,no,no
348,12,yes,no,no,no,no,no,no,no,no,no
531,12,no,no,no,no,no,no,no,no,no,no
1300,7,yes,no,no,no,no,no,no,no,no,no
135,13,yes,no,no,no,no,no,no,no,no,no
453,35,yes,no,yes,no,no,no,no,no,no,no
862,24,no,no,no,no,no,no,no,no,no,yes
33,39,no,yes,no,no,no,no,no,no,no,no
1498,13,yes,no,no,no,no,yes,no,no,no,no
207,20,yes,yes,no,no,no,no,no,no,no,no
1017,10,yes,no,no,no,no,no,no,no,no,no
93,14,yes,no,no,no,no,no,no,no,no,no
531,14,no,no,no,no,no,no,no,no,no,no
348,20,yes,no,no,no,no,no,no,no,no,no
517,42,yes,yes,no,no,no,no,no,no,yes,no
1083,12,no,no,yes,no,no,no,no,no,no,no
21,35,yes,no,yes,no,no,no,yes,no,no,yes
70,3,no,yes,yes,no,no,no,no,no,yes,yes
746,30,no,no,no,no,no,no,no,no,no,yes
1070,19,no,no,no,no,no,no,no,no,no,no
414,9,no,yes,no,no,no,no,no,no,no,yes
1300,69,no,no,no,no,no,no,no,no,no,no
1545,9,no,no,no,no,no,no,no,no,yes,no
1708,18,no,no,no,no,no,no,no,no,no,yes
186,43,no,no,no,no,no,no,no,no,no,yes
652,21,yes,yes,no,no,no,no,no,no,no,no
517,45,no,yes,no,no,no,no,no,no,no,no
1510,20,yes,yes,no,no,no,no,no,no,yes,yes
164,8,yes,yes,no,no,no,yes,no,no,no,no
175,2,yes,no,no,no,no,no,no,no,no,no
676,7,no,no,no,no,no,no,yes,no,no,no
303,26,no,no,yes,no,no,no,no,no,no,no
940,3,yes,no,yes,no,no,no,no,no,no,yes
1708,35,no,no,no,no,yes,no,no,no,no,no
21,2,no,no,no,no,no,no,no,no,no,yes
1050,29,yes,yes,yes,no,no,no,no,no,no,no
642,5,yes,no,no,no,no,no,no,no,no,no
1468,21,no,no,no,no,no,no,no,no,no,yes
1673,41,yes,no,yes,no,no,no,yes,no,no,no
1070,30,no,no,no,no,no,no,no,no,no,yes
1259,33,yes,yes,yes,no,no,no,no,no,no,yes
541,7,no,no,no,no,no,no,no,no,no,yes
1106,11,yes,no,yes,no,no,no,no,no,no,no
1637,3,yes,yes,no,no,no,no,no,no,no,no
1636,33,yes,yes,no,no,no,no,no,no,no,no
453,64,yes,yes,no,no,no,no,no,no,no,yes
1468,59,no,no,no,no,no,no,no,no,no,yes
907,10,no,no,no,no,no,no,no,no,no,yes
1539,20,no,yes,yes,no,no,no,yes,no,no,yes
200,33,no,no,no,no,no,no,no,yes,no,no
1070,8,yes,no,no,no,no,no,no,no,no,no
105,31,yes,no,no,no,no,no,no,no,no,no
517,17,yes,yes,no,no,no,no,no,no,no,no
453,94,yes,yes,no,no,no,no,no,no,no,yes
640,34,no,no,no,yes,no,no,no,no,yes,yes
635,0,no,no,no,no,no,no,no,no,no,no
807,21,no,no,no,no,no,no,no,no,no,yes
503,12,yes,no,no,no,no,yes,no,no,no,no
1708,32,no,no,no,no,no,yes,no,no,no,no
1468,14,yes,no,no,no,no,no,no,no,no,no
1050,27,yes,no,no,no,no,no,no,no,no,yes
21,1,no,no,no,no,no,no,yes,no,no,yes
303,41,yes,no,no,no,no,no,no,no,no,yes
503,5,yes,yes,no,no,no,no,no,no,no,no
207,25,no,no,no,no,no,no,no,no,no,yes
517,46,no,yes,no,no,no,no,no,no,no,no
1300,28,yes,no,yes,no,no,no,no,no,no,no
348,35,no,yes,yes,no,no,no,no,no,no,yes
359,18,yes,no,yes,no,no,no,no,no,no,yes
1708,20,yes,no,no,no,no,no,no,no,no,no
1361,29,no,no,no,no,no,yes,no,no,no,no
21,33,no,no,no,no,no,no,no,no,no,yes
33,15,yes,yes,yes,no,no,no,no,no,no,no
133,1,yes,no,yes,no,no,no,no,no,no,yes
1673,46,no,no,no,no,no,no,no,no,no,yes
135,16,yes,no,no,no,no,no,no,no,no,no
348,18,yes,no,no,no,no,no,no,no,no,no
1713,55,no,no,no,no,no,no,yes,no,no,no
686,43,no,no,no,no,no,no,yes,no,no,yes
26,56,yes,no,no,yes,no,no,no,no,no,no
635,6,yes,no,no,no,no,no,no,no,yes,yes
531,45,no,no,no,no,no,no,no,no,no,yes
135,6,yes,yes,yes,no,no,no,yes,no,yes,yes
394,40,no,yes,no,no,no,no,no,no,yes,yes
325,1,yes,yes,yes,no,no,no,no,no,no,no
394,8,yes,yes,no,no,no,no,no,no,no,no
571,5,no,no,no,no,no,no,no,no,no,yes
817,5,yes,yes,yes,no,no,no,no,no,no,no
928,26,no,no,no,no,no,no,no,no,no,no
962,17,yes,yes,no,no,no,yes,no,no,yes,yes
1694,23,yes,yes,no,no,no,yes,no,no,no,no
1017,8,no,no,yes,no,no,no,no,no,no,no
1618,13,yes,no,no,no,no,no,no,no,no,no
32,5,yes,yes,no,no,no,no,no,no,no,no
320,32,yes,no,no,no,no,no,no,no,no,no
531,48,no,no,no,no,no,no,no,no,no,yes
940,102,no,no,yes,no,no,no,yes,no,no,no
26,14,no,yes,yes,yes,no,no,no,no,no,no
940,68,no,no,no,no,yes,no,no,no,no,no
1419,11,yes,no,no,no,no,no,no,no,no,no
559,6,yes,no,yes,no,no,no,no,no,no,no
1221,3,yes,yes,yes,no,no,no,no,no,no,yes
1694,21,yes,yes,yes,no,no,no,no,no,no,yes
1164,9,yes,yes,no,no,no,no,no,no,no,yes
20,11,no,yes,no,no,no,no,yes,no,no,yes
1545,22,no,yes,yes,no,no,no,no,no,no,no
891,23,no,yes,yes,no,no,no,no,no,no,no
348,0,no,no,no,no,no,no,no,no,no,no
331,8,yes,yes,no,no,no,yes,no,no,no,yes
1618,8,yes,no,no,no,no,no,no,no,no,no
1636,20,yes,yes,no,no,no,no,no,no,no,no
359,27,yes,yes,no,no,no,no,no,no,no,no
1498,39,no,no,no,no,no,no,yes,no,no,no
26,3,no,no,no,no,no,no,no,no,no,yes
862,8,yes,no,no,no,no,no,no,no,no,no
1618,31,no,yes,yes,no,no,no,no,no,yes,yes
1636,18,yes,no,no,no,no,no,no,no,no,no
303,47,yes,yes,no,no,no,no,no,no,no,yes
1618,11,yes,no,no,no,no,no,no,no,no,no
359,36,no,no,yes,yes,no,no,no,no,no,yes
133,39,no,no,no,no,no,no,no,no,yes,yes
202,5,yes,no,no,no,no,no,no,no,no,no
1510,18,yes,yes,yes,no,no,no,no,no,no,no
1713,80,no,no,no,no,no,no,no,no,yes,yes
70,35,yes,yes,no,no,no,no,no,no,no,no
1028,24,no,yes,yes,no,no,no,yes,no,no,no
58,31,yes,yes,no,no,no,no,no,no,no,no
640,36,no,no,yes,no,no,no,no,no,no,no
133,19,yes,yes,yes,no,no,no,no,no,no,no
1361,15,no,no,no,no,no,no,no,no,no,yes
541,8,yes,no,yes,yes,no,no,no,no,no,yes
105,36,yes,no,no,no,no,no,no,no,no,no
1028,30,yes,no,no,yes,yes,no,no,no,no,no
348,29,yes,yes,yes,no,no,no,no,no,no,no
940,56,no,no,yes,yes,no,no,no,no,no,no
591,25,yes,no,yes,no,no,no,no,no,no,no
523,15,no,no,no,no,no,no,no,no,no,yes
186,20,yes,no,no,no,no,no,no,no,yes,no
175,16,no,yes,yes,no,no,no,no,no,no,no
686,5,yes,no,no,no,no,no,no,no,no,no
1106,14,no,no,no,no,no,no,no,no,no,yes
135,4,no,no,no,no,no,no,no,no,no,no
453,15,yes,no,no,no,no,no,no,no,no,no
1666,9,yes,yes,yes,no,no,no,no,no,no,yes
928,6,yes,no,no,no,no,yes,no,no,no,no
348,56,no,no,no,no,no,no,no,no,no,yes
1582,17,yes,no,no,no,no,no,no,no,no,no
928,23,no,no,no,no,no,no,no,no,no,no
1683,32,no,no,no,no,no,no,yes,no,no,yes
531,39,no,no,no,no,no,no,no,no,no,yes
1708,23,yes,yes,yes,no,no,no,no,no,no,no
1300,53,yes,yes,yes,no,no,no,no,no,no,no
1050,7,yes,no,no,no,no,no,no,no,no,no
744,7,yes,no,no,no,no,no,no,no,no,no
200,19,yes,yes,no,no,no,no,no,no,no,no
591,24,yes,no,yes,yes,no,no,no,no,no,no
1050,31,yes,no,yes,no,no,no,no,no,no,no
394,36,no,no,no,no,no,yes,no,no,no,no
1510,19,yes,no,yes,no,no,no,no,no,no,no
1034,30,yes,no,yes,no,no,no,no,no,no,no
228,21,no,no,no,no,no,yes,no,no,no,yes
1683,2,yes,no,no,no,no,no,no,no,no,no
456,1,yes,yes,no,no,no,no,no,no,no,yes
641,5,no,yes,no,no,no,no,no,no,no,no
135,31,no,yes,yes,no,no,no,no,no,no,yes
962,73,no,no,no,no,no,no,no,no,no,yes
640,10,yes,yes,yes,no,no,no,no,no,no,no
1070,11,no,no,yes,no,no,no,no,no,no,no
523,16,no,no,no,no,no,no,no,no,no,yes
453,42,yes,no,no,no,no,no,no,no,no,no
1099,5,yes,yes,no,no,no,no,no,no,no,no
635,23,yes,no,no,no,no,no,no,no,no,no
928,22,no,no,no,no,no,no,no,no,no,yes
59,3,yes,no,no,no,no,no,no,no,no,no
1618,20,no,yes,no,no,no,no,no,no,no,yes
1582,4,yes,yes,no,no,no,no,no,no,no,no
1468,35,no,yes,yes,no,no,no,no,no,no,yes
1106,46,no,yes,no,no,no,no,no,no,yes,no
1083,31,no,no,no,no,no,no,no,no,no,yes
1510,37,no,no,no,no,no,yes,no,no,no,yes
962,9,no,no,no,no,no,no,no,no,no,no
517,27,yes,no,yes,no,no,no,no,no,no,no
760,7,no,no,yes,no,no,no,no,no,no,yes
175,21,yes,yes,no,no,no,no,no,no,no,no
856,11,yes,yes,yes,no,no,no,no,no,no,no
1666,6,yes,yes,no,no,no,no,no,no,no,no
1300,55,yes,no,no,no,no,no,no,no,yes,yes
1259,51,yes,no,no,no,no,no,no,no,yes,yes
348,27,no,yes,no,no,no,no,no,no,no,no
453,62,no,yes,no,no,no,no,no,no,no,no
200,26,no,no,no,no,no,no,no,no,no,yes
303,53,no,no,no,no,no,no,no,no,no,yes
1610,11,yes,no,no,no,no,no,no,no,no,no
1683,21,yes,yes,yes,no,no,no,yes,no,no,yes
1106,5,yes,yes,no,no,no,yes,no,no,no,no
202,16,no,no,no,no,no,no,no,no,yes,yes
1582,23,no,no,yes,yes,no,no,yes,no,yes,yes
1106,9,yes,no,yes,no,no,no,no,no,no,no
394,32,no,yes,yes,no,no,no,no,no,no,no
1618,44,no,no,no,no,no,no,yes,no,no,yes
320,27,no,no,yes,no,no,no,no,no,no,yes
581,2,yes,no,yes,no,no,no,no,no,no,no
1510,7,no,yes,yes,no,no,no,no,no,yes,yes
21,26,no,no,yes,yes,no,no,yes,no,no,yes
186,18,no,yes,yes,yes,no,no,no,no,no,no
1539,1,no,no,no,no,no,no,no,no,no,yes
856,0,yes,no,no,no,no,no,no,no,yes,yes
394,27,no,yes,no,no,no,no,no,no,yes,no
348,44,no,no,no,no,no,no,no,no,no,yes
1708,13,no,no,no,no,no,no,no,yes,no,no
58,3,yes,yes,no,no,no,no,no,no,no,no
325,8,no,yes,no,no,no,no,no,no,no,yes
640,8,yes,yes,no,no,no,no,no,no,no,no
1028,7,yes,no,yes,no,no,no,no,no,no,no
635,18,yes,yes,yes,no,no,no,no,no,no,no
1694,13,yes,no,no,no,no,no,no,no,no,no
962,69,yes,no,no,no,no,no,yes,no,yes,no
70,16,yes,yes,no,no,no,no,no,no,no,no
348,48,no,no,no,no,no,yes,no,no,no,no
1089,20,no,yes,no,no,no,no,no,no,no,no
481,18,no,no,no,no,no,no,no,no,no,no
481,8,yes,yes,no,no,no,no,no,no,no,no
414,7,yes,yes,no,no,no,no,no,no,no,no
1539,3,no,no,no,no,no,no,no,no,no,no
1673,45,yes,yes,no,no,no,no,no,no,no,yes
1164,21,no,no,no,no,no,no,no,no,yes,yes
1510,27,yes,yes,no,no,no,yes,no,no,no,no
186,19,yes,no,yes,yes,no,no,no,no,no,yes
1498,7,yes,no,no,no,no,no,no,no,no,no
1468,25,yes,no,no,no,no,no,no,no,no,yes
635,42,no,no,no,yes,no,no,no,no,no,yes
517,31,yes,no,no,no,no,no,no,no,no,no
1713,66,no,yes,yes,no,no,no,no,no,no,no
1034,42,no,no,no,no,no,no,yes,no,no,no
1510,43,no,no,no,no,no,no,no,no,no,yes
228,3,yes,yes,yes,no,no,no,no,no,no,no
207,31,no,yes,yes,no,no,no,no,no,no,no
20,32,no,yes,yes,no,no,no,no,no,yes,yes
541,12,no,no,no,no,no,no,no,no,no,no
635,43,no,no,no,no,no,no,no,no,no,yes
640,6,yes,no,no,no,no,no,no,no,no,no
320,36,no,no,no,no,no,yes,no,no,no,no
1419,15,no,yes,yes,no,no,no,no,no,no,yes
135,2,no,yes,yes,no,no,no,yes,no,no,yes
186,1,no,no,no,no,no,no,no,no,no,yes
1636,41,yes,no,no,no,no,yes,no,no,no,yes
559,23,no,no,no,no,no,no,no,no,no,no
453,25,yes,yes,yes,no,no,no,no,no,no,no
1050,40,yes,no,yes,no,no,no,no,no,no,no
581,11,yes,yes,no,no,no,no,no,no,no,no
1252,24,no,no,no,no,no,no,no,no,no,yes
856,17,no,no,no,no,no,no,no,no,no,no
744,0,yes,no,no,no,no,no,no,no,no,yes
1468,54,yes,no,no,no,no,no,no,no,yes,no
807,31,no,no,no,no,no,no,yes,no,no,no
1106,8,yes,no,no,no,no,no,no,no,no,no
58,44,no,no,no,yes,no,no,no,no,yes,yes
856,34,no,no,no,no,no,no,no,no,no,yes
200,5,yes,no,no,no,no,no,no,no,no,no
144,9,yes,no,no,no,no,no,no,no,no,no
58,1,yes,no,no,no,no,no,no,no,no,yes
1252,11,yes,yes,yes,no,no,no,no,no,no,no
394,5,yes,no,no,no,no,no,no,no,no,no
1636,48,yes,no,yes,no,yes,no,no,no,yes,no
164,14,no,no,no,yes,no,no,no,no,no,yes
652,16,yes,yes,no,no,no,no,yes,no,no,no
962,43,yes,no,yes,yes,no,no,no,no,no,no
686,32,yes,no,no,no,yes,no,no,no,no,no
1106,25,no,no,no,no,no,yes,no,no,no,no
186,45,no,no,no,no,no,no,no,no,yes,yes
862,11,no,yes,no,no,no,no,no,no,no,no
1164,1,no,yes,yes,no,no,no,no,no,yes,yes
1300,61,no,no,no,no,no,no,no,no,no,no
635,35,yes,no,yes,yes,no,no,no,no,no,no
1083,3,yes,no,no,no,no,no,no,no,no,no
1050,51,yes,yes,no,no,no,yes,no,no,no,no
82,11,yes,no,yes,no,no,no,no,no,no,yes
531,49,no,no,no,no,no,no,no,no,no,yes
686,33,yes,yes,yes,no,no,no,no,no,no,yes
1264,13,no,no,no,no,no,no,no,no,no,yes
1618,40,no,no,no,no,no,no,no,no,no,no
1694,2,no,no,no,no,no,no,no,no,no,yes
883,22,yes,no,no,no,no,no,no,no,yes,yes
1206,7,yes,no,no,no,no,no,no,no,no,no
760,10,no,yes,no,no,no,no,no,no,no,no
571,2,yes,no,no,no,no,no,no,no,no,no
940,67,no,no,no,no,no,no,no,no,no,no
325,7,yes,yes,yes,yes,no,no,no,no,no,no
186,3,yes,yes,yes,no,yes,yes,yes,no,no,yes
