policy_id,segment_id,first_party_collection_use,third_party_sharing_collection,user_choice_control,user_access_edit_deletion,data_retention,data_security,policy_change,do_not_track,international_specific_audiences,other
453,39,no,yes,yes,no,no,no,no,no,no,no
940,94,yes,yes,no,no,yes,no,no,no,no,no
33,10,no,no,no,no,no,no,no,no,no,yes
1106,21,yes,no,yes,no,no,no,no,no,no,yes
640,39,no,no,no,no,no,no,no,no,yes,yes
962,46,no,no,yes,no,no,no,no,no,no,no
1252,15,no,no,no,no,no,yes,no,no,no,no
1224,4,no,no,no,no,no,no,yes,no,no,yes
82,7,yes,no,no,no,no,no,no,no,no,no
26,38,yes,no,no,no,no,no,no,no,no,no
723,3,no,yes,yes,no,no,no,no,no,no,no
135,11,yes,yes,no,no,no,no,no,no,no,no
105,1,no,no,no,no,no,no,yes,no,no,no
1708,29,no,no,no,no,no,yes,no,no,no,yes
1034,36,no,no,yes,yes,no,no,no,no,yes,no
1708,14,yes,no,yes,no,no,no,no,no,no,no
1419,5,yes,no,no,no,no,no,no,no,no,no
303,10,yes,no,no,no,yes,no,no,no,no,no
207,27,yes,no,no,no,no,yes,no,no,yes,no
1582,3,no,yes,no,no,no,no,no,no,no,no
1360,7,yes,yes,no,no,no,yes,no,no,no,no
1306,10,no,no,no,no,no,yes,no,no,no,no
453,2,no,no,no,no,no,yes,no,no,no,yes
907,4,yes,yes,no,no,no,no,no,no,no,no
164,4,no,yes,yes,no,no,no,no,no,no,no
1673,26,no,yes,no,no,no,no,no,no,no,no
517,50,no,no,no,no,no,yes,no,no,no,no
1468,13,yes,no,no,no,no,no,no,no,no,no
1545,0,no,no,no,no,no,no,yes,no,no,no
1636,3,yes,yes,no,no,no,no,no,no,no,no
1637,10,no,yes,yes,no,no,no,no,no,no,no
777,1,no,no,no,no,no,no,no,no,no,yes
207,12,no,yes,yes,no,no,no,no,yes,no,no
33,45,no,no,no,no,no,yes,no,no,no,no
164,11,no,no,no,no,no,yes,no,no,no,no
928,20,no,no,yes,no,no,no,no,no,no,no
531,19,yes,yes,no,no,no,yes,no,no,no,no
627,9,yes,no,no,no,no,no,no,no,no,no
1470,16,no,no,no,no,no,yes,no,no,yes,no
135,29,no,yes,no,no,no,no,no,no,yes,no
1708,8,yes,no,no,no,no,no,no,no,no,no
1708,37,no,no,no,no,no,no,no,no,no,yes
1468,32,yes,no,no,no,no,no,no,no,no,no
348,40,no,no,no,yes,no,no,no,no,no,no
1050,1,yes,no,no,no,no,yes,no,no,no,yes
26,24,yes,no,no,no,no,no,no,no,no,no
1070,0,no,no,no,no,no,no,yes,no,no,yes
1703,15,no,yes,no,no,no,no,no,no,no,no
93,1,yes,no,yes,yes,no,yes,no,no,no,no
1694,16,yes,yes,yes,no,no,yes,no,no,no,no
523,2,yes,no,no,no,no,yes,no,no,no,yes
1164,19,no,yes,yes,no,no,no,no,yes,no,no
348,47,no,no,no,no,no,yes,no,no,no,no
33,63,no,no,no,no,no,no,no,no,no,yes
1683,13,yes,yes,yes,no,no,no,no,no,no,no
331,5,yes,no,no,no,no,no,no,no,no,no
58,45,no,no,no,no,no,no,no,no,yes,no
1673,1,no,yes,no,no,no,no,no,no,no,yes
940,29,no,no,no,no,no,no,no,no,no,yes
744,24,no,no,no,no,no,no,yes,no,no,no
33,29,yes,no,no,no,no,no,no,no,no,no
962,41,no,no,yes,yes,yes,no,no,no,no,no
1300,47,no,no,yes,no,no,no,no,no,no,no
1545,21,no,yes,yes,no,no,no,no,no,no,no
891,22,no,no,yes,no,no,no,no,yes,no,no
1259,4,yes,no,no,no,no,no,no,no,no,no
58,28,no,yes,no,no,no,no,no,no,no,no
1050,9,yes,yes,yes,no,no,no,no,no,no,no
1713,60,no,yes,yes,no,no,no,no,no,no,no
1164,6,yes,yes,yes,no,no,no,no,no,no,no
1618,6,yes,no,no,no,no,no,no,no,no,no
940,66,no,no,no,yes,yes,no,no,no,no,no
228,16,no,yes,yes,no,no,no,no,no,no,no
1259,46,no,no,yes,no,no,no,no,no,no,no
59,2,yes,yes,yes,no,no,no,no,no,no,no
135,28,no,yes,no,no,no,no,no,no,yes,no
1498,33,no,no,no,no,no,no,no,no,yes,yes
348,42,no,no,yes,yes,no,no,no,no,no,no
325,17,no,yes,no,no,no,no,no,no,no,yes
1618,17,no,yes,yes,no,no,no,no,no,no,no
186,14,no,yes,no,no,no,no,no,no,no,no
1300,21,no,yes,yes,no,no,no,no,no,no,no
856,28,no,no,no,yes,no,no,no,no,no,no
58,11,yes,yes,no,no,no,no,no,no,no,no
21,13,no,yes,no,no,no,no,no,no,no,no
1539,12,no,yes,no,no,no,no,no,no,no,no
517,5,yes,yes,yes,yes,no,no,no,no,no,yes
940,27,yes,no,no,no,no,no,no,no,no,no
517,63,no,no,yes,no,no,no,no,no,no,no
1618,36,yes,yes,yes,yes,no,yes,no,no,yes,no
503,6,yes,no,yes,yes,yes,no,no,no,no,no
20,25,no,no,yes,no,no,no,no,no,no,no
584,1,no,no,no,no,no,yes,no,no,no,no
453,96,no,yes,no,no,no,yes,no,no,yes,no
1713,50,yes,no,yes,no,no,no,no,no,no,no
642,9,no,yes,yes,no,no,no,no,no,no,no
1713,72,no,no,no,yes,yes,no,no,no,yes,no
559,11,yes,no,yes,no,yes,no,no,no,no,no
70,10,no,no,no,no,no,no,no,no,no,yes
1224,6,yes,no,no,no,no,no,no,no,no,no
348,28,no,yes,yes,no,no,no,no,no,no,no
320,19,no,yes,no,no,no,yes,no,no,no,no
591,26,no,no,yes,no,no,no,no,no,no,no
202,11,yes,no,no,no,no,no,no,no,no,no
1582,5,yes,no,no,no,no,no,no,no,no,no
652,10,yes,no,yes,no,no,no,no,no,no,no
26,11,yes,no,no,no,no,no,no,no,no,no
481,4,yes,no,no,no,no,no,yes,no,no,no
1164,37,no,no,no,no,no,no,no,no,yes,yes
325,12,no,yes,no,no,no,yes,no,no,no,no
940,33,yes,no,no,no,no,no,no,no,no,no
1610,9,yes,no,no,no,no,no,no,no,no,no
82,5,yes,no,no,no,no,no,no,no,no,no
207,6,yes,no,yes,no,no,no,no,no,yes,no
1636,51,no,no,no,no,no,no,yes,no,no,no
686,1,yes,no,no,no,no,no,yes,no,no,no
1252,7,yes,no,no,no,no,no,no,no,no,no
1713,64,no,no,no,no,no,no,no,no,no,yes
70,38,no,no,yes,no,no,no,no,no,no,no
1360,6,yes,yes,yes,no,no,no,no,no,no,no
1713,7,yes,no,no,no,no,no,no,no,no,no
1468,27,yes,no,no,no,no,no,no,no,no,no
1106,32,no,yes,yes,no,no,no,no,no,no,no
359,17,yes,no,yes,no,no,no,no,no,no,no
1510,24,no,yes,no,no,no,no,no,no,no,no
1703,16,no,yes,no,no,no,no,no,no,no,yes
1070,27,no,yes,no,no,no,no,no,no,yes,no
1636,29,no,yes,no,no,no,no,no,no,no,no
940,25,yes,no,no,no,no,no,no,no,no,no
928,16,no,no,yes,no,no,no,no,no,no,no
414,22,no,no,no,no,no,no,yes,no,no,no
1468,51,no,no,yes,no,yes,no,no,no,no,no
1300,9,yes,no,no,no,no,no,yes,no,no,no
940,95,no,no,no,yes,no,no,yes,no,yes,no
32,11,no,yes,no,no,no,no,no,no,no,yes
58,0,no,no,no,no,no,no,yes,no,no,no
1713,33,yes,no,yes,no,no,no,no,no,no,no
1259,42,yes,no,no,no,no,no,no,no,no,no
133,10,yes,no,no,no,no,no,no,no,no,no
591,5,yes,no,no,no,no,no,no,no,no,no
453,30,no,no,yes,no,no,no,no,no,no,no
303,48,no,no,yes,no,no,no,no,no,no,no
59,11,no,no,no,no,no,yes,no,no,no,no
1708,26,no,no,yes,no,no,no,no,no,no,no
144,16,no,yes,yes,no,no,no,no,yes,no,no
175,13,yes,yes,yes,no,no,no,no,no,no,no
1713,29,no,yes,yes,no,no,no,no,no,no,no
1306,9,no,no,no,no,no,yes,no,no,no,no
807,17,yes,yes,no,no,no,no,no,no,yes,no
453,31,yes,yes,no,no,no,no,no,no,no,no
1034,38,yes,no,yes,no,no,no,no,no,yes,no
1206,14,no,no,no,no,no,yes,no,no,no,no
82,12,yes,yes,no,no,no,yes,no,no,no,no
1673,47,no,no,no,no,no,no,no,no,no,yes
891,3,no,no,no,no,no,no,no,no,no,yes
807,32,no,no,no,no,no,no,no,no,no,yes
1360,1,yes,no,no,no,no,no,no,no,no,no
883,4,yes,yes,yes,no,no,no,no,no,no,no
144,23,no,no,no,no,no,no,no,no,yes,no
635,3,no,yes,no,no,no,no,no,no,no,yes
627,13,no,yes,no,no,no,no,no,no,no,no
133,25,no,yes,no,no,no,no,no,no,no,no
1300,49,no,yes,no,no,no,no,no,no,no,no
20,9,yes,yes,yes,no,no,no,no,no,no,no
303,42,yes,no,no,no,no,no,no,no,no,no
21,5,yes,no,yes,no,no,no,no,no,no,no
186,11,yes,no,no,no,no,no,no,no,no,no
1361,24,no,no,yes,no,no,no,no,no,no,no
32,26,no,no,no,no,no,no,no,no,yes,no
33,47,no,no,yes,no,no,no,no,no,no,no
940,54,no,no,yes,no,no,no,no,no,no,yes
744,13,no,yes,yes,no,no,no,no,no,no,no
20,20,no,yes,no,no,no,no,no,no,no,no
1050,25,yes,no,yes,no,no,no,no,no,no,no
907,6,no,no,yes,yes,no,no,no,no,yes,no
1361,28,no,no,no,no,no,yes,no,no,no,no
82,34,yes,no,no,yes,no,no,no,no,yes,no
135,22,no,yes,no,no,no,no,no,no,no,no
320,21,no,yes,yes,no,no,no,no,no,no,no
1694,37,no,no,no,no,no,no,no,no,no,yes
32,12,no,yes,yes,no,no,no,no,no,no,no
517,10,no,yes,yes,no,no,no,no,no,no,no
1713,8,yes,no,yes,no,no,yes,no,no,no,no
862,15,no,yes,no,no,no,no,no,no,no,no
456,4,yes,no,no,no,no,no,no,no,no,no
884,2,no,no,no,no,no,no,no,no,no,yes
228,9,no,no,no,no,no,no,no,yes,no,no
635,26,no,yes,no,no,no,no,no,no,no,no
686,25,no,no,no,no,no,yes,no,no,no,no
591,11,yes,yes,no,no,no,no,no,no,no,no
1694,14,yes,yes,no,no,no,no,no,no,no,no
995,5,no,no,no,no,no,no,no,no,no,yes
1703,5,yes,no,no,no,no,no,no,no,no,no
1224,11,yes,no,no,no,no,no,no,no,no,no
1713,24,yes,no,no,no,no,no,no,no,no,no
627,19,no,no,no,no,no,no,no,no,no,yes
303,32,no,yes,no,no,no,no,no,no,no,no
303,6,no,no,no,yes,yes,no,no,no,no,no
517,19,yes,yes,no,no,no,no,no,no,no,no
686,31,yes,no,no,no,no,no,no,no,no,no
1300,66,no,no,no,no,no,no,no,no,no,yes
531,47,no,no,no,no,no,no,no,no,no,yes
503,14,no,yes,yes,no,no,no,no,no,yes,no
1498,27,no,yes,yes,no,no,no,no,no,yes,no
303,50,no,no,yes,no,no,no,no,no,no,no
1683,26,no,no,no,no,no,no,no,no,no,yes
856,3,yes,no,no,no,no,no,no,no,no,no
1468,20,yes,yes,no,no,no,no,no,no,no,no
105,15,no,yes,no,no,no,no,no,no,no,yes
70,34,no,yes,yes,no,no,no,no,no,no,yes
1468,61,no,no,no,no,no,no,no,no,yes,yes
1683,5,yes,no,yes,no,no,no,no,no,no,no
414,19,no,no,no,no,no,no,no,no,yes,yes
1636,25,yes,yes,no,no,no,no,no,no,no,no
